,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
137,1,2008-11-26 01:49:35,2006-12-01 00:00:00,,2,59,"<p>Here's the proof in the pudding that the ascent of the Japanese noise scene actually was pretty well informed by the long-enduring weirdos of the <a href=""http://en.wikipedia.org/wiki/Los_Angeles_Free_Music_Society"">Los Angeles Free Music Society</a>. Well, more than they get credit for, anyway. It's no surprise that Keiji Haino came knocking on the Doodooettes' door in the early 1980's, nor that self crowned king of noize Jojo from Hijo Kaidan claimed he threw away the rule book and started from squat after he heard the live Airway recording, and now it's available again and its lo-fi muck shines glorious even in CD format. Comprised of LAFMS stable stalwarts Rick Potts, Juan Gomez (also of Human Hands fame), Tom Recchion, Joe Potts, Chris Chapman, Dennis Duck (who also has a new reissue of vinyl-glop tomfoolery on the <a href=""http://www.poobah.com/label/"">Poo-Bah</a> label) and banshee vocalist Vetza, this set was originally an LP in 1978 and also included in the 10CD LAFMS box set years ago, but has been remastered from the original source for this disc. It blazes like few other things from Tinseltown, that's for certain; a mutant jam of unrecognizable instruments (I dare say that the blaring scrapheap that rolls over everything in the mix in the middle of track 2 might be the <em>mandolin</em>????) Totally berzerk short-circuit mayhem that probably never had a chance to co-star in <em>Urgh! A Music War</em> by a long shot. But you, dear listener, deserve to be there. (-by Brian Turner at <a href=""http://blog.wfmu.org/freeform/2007/04/recent_faves_fr.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1681,,['lafms'],Live at LACE,2,Live Performance,1978-01-01 00:00:00,1998-01-01 00:00:00,"Los Angeles Free Music Society, Harbinger Sound","<p>Airway was a musical ensemble based within the Los Angeles Free Music Society.</p>
<p>Airway was initially a solo project of <span class=""new"">Le Forte Four</span> member Joe Potts. The first release was the <em>Airway</em> 7"", which featured subliminal messages to coincide with an art exhibition in Tokyo. <sup class=""noprint Template-Fact""></sup>In August 1978 Airway made their live debut at the Lace Gallery. This lineup featured Potts and Chip Chapman on electronics, Vetza on vocals, Rick Potts on mandolin, Dennis Duck on saxophone, Juan Gomez on bass, and <span class=""new"">Tom Recchion</span> on drums. They attempted to create subliminal messages beneath a <span class=""new"">wall of noise</span> by using tape delay. Recordings from the performance were released as <em>Live At LACE</em> by the Los Angeles Free Music Society. ""Live at LACE"" was reissued by Harbinger Sound in 2006.</p>
<p>Throughout 1978 the group performed more concerts with differing lineups, but always with Joe Potts' subliminal message experiments. The project disbanded in 1979. Airway reformed in 1998 for a performance at the Santa Monica Museum of Art, which featured 18 musicians. Recordings from the performance were released as <em>Beyond the Pink Live</em> by the <span class=""new"">Cortical Foundation</span>.</p>
<p>Their sound influenced the Japanese noise band Hijokaidan. (-via <a href=""http://en.wikipedia.org/wiki/Airway_(band)"" target=""_blank"">Wikipedia.org</a>)</p>",0,2008-11-26 01:47:22,5,53,34.0522342,"Los Angeles, CA",-118.2436849,"Rick Potts, Juan Gomez, Tom Recchion, Joe Potts, Chris Chapman, Dennis Duck and Vetza",Airway,"Los Angeles Free Music Society, the Banshees, Le Forte Four, Human Hands",['airway'],http://www.lafms.com/,http://en.wikipedia.org/wiki/Airway_(band),training,large,256000,0,,2008-11-26 01:43:42,1978-04-27 00:00:00,1233,2,Experimental,"[1, 32]","[32, 1, 38]","<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",2559,en,Attribution-NonCommercial-ShareAlike 3.0 International,1278,,1,,['lafms'],Side A
138,1,2008-11-26 01:49:35,2006-12-01 00:00:00,,2,59,"<p>Here's the proof in the pudding that the ascent of the Japanese noise scene actually was pretty well informed by the long-enduring weirdos of the <a href=""http://en.wikipedia.org/wiki/Los_Angeles_Free_Music_Society"">Los Angeles Free Music Society</a>. Well, more than they get credit for, anyway. It's no surprise that Keiji Haino came knocking on the Doodooettes' door in the early 1980's, nor that self crowned king of noize Jojo from Hijo Kaidan claimed he threw away the rule book and started from squat after he heard the live Airway recording, and now it's available again and its lo-fi muck shines glorious even in CD format. Comprised of LAFMS stable stalwarts Rick Potts, Juan Gomez (also of Human Hands fame), Tom Recchion, Joe Potts, Chris Chapman, Dennis Duck (who also has a new reissue of vinyl-glop tomfoolery on the <a href=""http://www.poobah.com/label/"">Poo-Bah</a> label) and banshee vocalist Vetza, this set was originally an LP in 1978 and also included in the 10CD LAFMS box set years ago, but has been remastered from the original source for this disc. It blazes like few other things from Tinseltown, that's for certain; a mutant jam of unrecognizable instruments (I dare say that the blaring scrapheap that rolls over everything in the mix in the middle of track 2 might be the <em>mandolin</em>????) Totally berzerk short-circuit mayhem that probably never had a chance to co-star in <em>Urgh! A Music War</em> by a long shot. But you, dear listener, deserve to be there. (-by Brian Turner at <a href=""http://blog.wfmu.org/freeform/2007/04/recent_faves_fr.html""><em>WFMU's Beware of the Blog</em></a>)</p>",1681,,['lafms'],Live at LACE,2,Live Performance,1978-01-01 00:00:00,1998-01-01 00:00:00,"Los Angeles Free Music Society, Harbinger Sound","<p>Airway was a musical ensemble based within the Los Angeles Free Music Society.</p>
<p>Airway was initially a solo project of <span class=""new"">Le Forte Four</span> member Joe Potts. The first release was the <em>Airway</em> 7"", which featured subliminal messages to coincide with an art exhibition in Tokyo. <sup class=""noprint Template-Fact""></sup>In August 1978 Airway made their live debut at the Lace Gallery. This lineup featured Potts and Chip Chapman on electronics, Vetza on vocals, Rick Potts on mandolin, Dennis Duck on saxophone, Juan Gomez on bass, and <span class=""new"">Tom Recchion</span> on drums. They attempted to create subliminal messages beneath a <span class=""new"">wall of noise</span> by using tape delay. Recordings from the performance were released as <em>Live At LACE</em> by the Los Angeles Free Music Society. ""Live at LACE"" was reissued by Harbinger Sound in 2006.</p>
<p>Throughout 1978 the group performed more concerts with differing lineups, but always with Joe Potts' subliminal message experiments. The project disbanded in 1979. Airway reformed in 1998 for a performance at the Santa Monica Museum of Art, which featured 18 musicians. Recordings from the performance were released as <em>Beyond the Pink Live</em> by the <span class=""new"">Cortical Foundation</span>.</p>
<p>Their sound influenced the Japanese noise band Hijokaidan. (-via <a href=""http://en.wikipedia.org/wiki/Airway_(band)"" target=""_blank"">Wikipedia.org</a>)</p>",0,2008-11-26 01:47:22,5,53,34.0522342,"Los Angeles, CA",-118.2436849,"Rick Potts, Juan Gomez, Tom Recchion, Joe Potts, Chris Chapman, Dennis Duck and Vetza",Airway,"Los Angeles Free Music Society, the Banshees, Le Forte Four, Human Hands",['airway'],http://www.lafms.com/,http://en.wikipedia.org/wiki/Airway_(band),training,large,256000,0,,2008-11-26 01:43:56,1978-04-27 00:00:00,1231,2,Experimental,"[1, 32]","[32, 1, 38]","<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",1909,en,Attribution-NonCommercial-ShareAlike 3.0 International,489,,2,,['lafms'],Side B
139,0,2008-11-26 01:49:57,2009-01-16 00:00:00,,1,60,"<p>A full ensamble of strings, drums, electronics, farfisa, horns and of course Alec's signature accordian. carnival-esque and romantic to down right murderous at times.</p>",1304,,[],Every Man For Himself,2,Album,1999-01-01 00:00:00,,,"<p>The Eyesores originally formed in 1997 originally as an outlet for Alec's singer/songwriter, but has since developed into something far more twisted and epic. The band has gone through many shapes and forms such as being: a chamber trio or quartet with accordion and strings, and as a big band with strings, guitars, drums,electronics, brass, and hurdy- gurdies, and sometimes just Alec solo, singing and playing accordion. The band has also accompanied theater and dance troupes such as the Everett Dance Theater and has worked with Providence independent film director Laura Colella.</p>",0,2008-11-26 01:47:44,11,54,41.8239891,"Providence, RI",-71.4128343,,Alec K. Redfearn & the Eyesores,"Haldols, Amoebic Ensemble, Mr. Gutter",['alec k redfearn and the eyesores'],http://www.aleckredfearn.com,http://en.wikipedia.org/wiki/Alec_K_Redfearn,training,medium,128000,0,,2008-11-26 01:44:05,2008-11-26 00:00:00,296,3,Folk,[17],[17],,702,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,582,,2,,[],CandyAss
140,1,2008-11-26 01:49:59,2007-05-22 00:00:00,,1,61,"<p>Alec K. Redfearn &amp; The Eyesores: Ellen Santaniello (soprano); Domenick Panzarella (guitar); Steve Jobe (hurdy-gurdy); Sarah Tolan-Mee, Olivia Geiger (violin); Laura Gulley (viola); Alec K. Redfearn (accordion); Erica Schattle (bassoon); Jason <span id=""switchNoteSnippet"" style=""display: none;"">...&nbsp;&nbsp;&nbsp; <a class=""notimportantlink"" style=""cursor: pointer;"" onclick=""javascript:showelement(&quot;NoteSnippet&quot;, &quot;&quot;, &quot;switchNoteSnippet&quot;);"">Full&nbsp;Description</a></span><span id=""NoteSnippet"" style=""display: inline; visibility: visible;"">McGill (alto saxophone); Orion Rigel Dommisse (organ); Matt McLaren (drums); Frank Difficult (programming); Chris Sadlers, Margie Wienk, Ann Schattle</span></p>",1300,"Alec K. Refearn, Rob Pemberton",[],The Blind Spot,1,Album,1999-01-01 00:00:00,,,"<p>The Eyesores originally formed in 1997 originally as an outlet for Alec's singer/songwriter, but has since developed into something far more twisted and epic. The band has gone through many shapes and forms such as being: a chamber trio or quartet with accordion and strings, and as a big band with strings, guitars, drums,electronics, brass, and hurdy- gurdies, and sometimes just Alec solo, singing and playing accordion. The band has also accompanied theater and dance troupes such as the Everett Dance Theater and has worked with Providence independent film director Laura Colella.</p>",0,2008-11-26 01:47:44,11,54,41.8239891,"Providence, RI",-71.4128343,,Alec K. Redfearn & the Eyesores,"Haldols, Amoebic Ensemble, Mr. Gutter",['alec k redfearn and the eyesores'],http://www.aleckredfearn.com,http://en.wikipedia.org/wiki/Alec_K_Redfearn,training,small,128000,0,,2008-11-26 01:44:07,2008-11-26 00:00:00,253,5,Folk,[17],[17],,1593,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1299,,2,,[],Queen Of The Wires
141,0,2008-11-26 01:49:57,2009-01-16 00:00:00,,1,60,"<p>A full ensamble of strings, drums, electronics, farfisa, horns and of course Alec's signature accordian. carnival-esque and romantic to down right murderous at times.</p>",1304,,[],Every Man For Himself,2,Album,1999-01-01 00:00:00,,,"<p>The Eyesores originally formed in 1997 originally as an outlet for Alec's singer/songwriter, but has since developed into something far more twisted and epic. The band has gone through many shapes and forms such as being: a chamber trio or quartet with accordion and strings, and as a big band with strings, guitars, drums,electronics, brass, and hurdy- gurdies, and sometimes just Alec solo, singing and playing accordion. The band has also accompanied theater and dance troupes such as the Everett Dance Theater and has worked with Providence independent film director Laura Colella.</p>",0,2008-11-26 01:47:44,11,54,41.8239891,"Providence, RI",-71.4128343,,Alec K. Redfearn & the Eyesores,"Haldols, Amoebic Ensemble, Mr. Gutter",['alec k redfearn and the eyesores'],http://www.aleckredfearn.com,http://en.wikipedia.org/wiki/Alec_K_Redfearn,training,small,128000,0,,2008-11-26 01:44:10,2008-11-26 00:00:00,182,1,Folk,[17],[17],,839,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,725,,4,,[],Ohio
142,0,2008-11-26 01:50:03,2005-01-25 00:00:00,,1,62,"<p>Recorded at Sound Station Seven and at home<br /> engineered by John Jacobson, Todd Jessop and Alec K. Redfearn <br /> mastered by Brad Blackwood at Euphonic Mastering</p>
<p>Alec K. Redfearn/The Eyesores: Alec K. Redfearn (vocals, various instruments, accordion, piano, Hammond b-3 organ, cymbals, Jew's harp)</p>
<p>Margie Wienk (vocals, double bass)</p>
<p>Alec Thibodeau (guitar)</p>
<p>Olivia Geiger (violin)</p>
<p>James McGill (alto <span id=""switchNoteSnippet"" style=""display: none;"">...&nbsp;&nbsp;&nbsp; <a class=""notimportantlink"" style=""cursor: pointer;"" onclick=""javascript:showelement(&quot;NoteSnippet&quot;, &quot;&quot;, &quot;switchNoteSnippet&quot;);"">Full&nbsp;Description</a></span><span id=""NoteSnippet"" style=""display: inline; visibility: visible;"">saxophone, percussion)</span></p>
<p><span id=""NoteSnippet"" style=""display: inline; visibility: visible;"">Ann Schattle (French horn)</span></p>
<p><span id=""NoteSnippet"" style=""display: inline; visibility: visible;"">Chris Saraullo (glockenspiel, tom tom)</span></p>
<p><span id=""NoteSnippet"" style=""display: inline; visibility: visible;"">Matt McLaren (drums)</span></p>
<p><span id=""NoteSnippet"" style=""display: inline; visibility: visible;"">Frank Difficult (electronics, sound effects).</span></p>",845,,[],The Quiet Room,1,Album,1999-01-01 00:00:00,,,"<p>The Eyesores originally formed in 1997 originally as an outlet for Alec's singer/songwriter, but has since developed into something far more twisted and epic. The band has gone through many shapes and forms such as being: a chamber trio or quartet with accordion and strings, and as a big band with strings, guitars, drums,electronics, brass, and hurdy- gurdies, and sometimes just Alec solo, singing and playing accordion. The band has also accompanied theater and dance troupes such as the Everett Dance Theater and has worked with Providence independent film director Laura Colella.</p>",0,2008-11-26 01:47:44,11,54,41.8239891,"Providence, RI",-71.4128343,,Alec K. Redfearn & the Eyesores,"Haldols, Amoebic Ensemble, Mr. Gutter",['alec k redfearn and the eyesores'],http://www.aleckredfearn.com,http://en.wikipedia.org/wiki/Alec_K_Redfearn,training,large,128000,0,,2008-11-26 01:44:11,2008-11-26 00:00:00,470,6,Folk,[17],[17],,1223,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,848,,5,,[],Punjabi Watery Grave
144,0,2008-11-26 01:50:07,2009-01-06 00:00:00,,0,64,"<p><em>A</em>lthough recorded in Providence in late 1996 and early 1997, <em>Amoebiasis </em>was released on the French record label Stupeur et Trompette! in 1998.</p>",2014,Tom Buckland,[],Amoebiasis,0,Album,1992-01-01 00:00:00,1999-01-01 00:00:00,,"<p>The obscure, but legendary Amoebic Ensemble formed in 1992 and disbanded for the last time in 1999. The Amoebics' music was an enraged, jagged and angular variant on early American cartoon music, among other things. The band was led by Alec K. Redfearn, but members Steven Jobe, Jonathan Thomas and Matt Everett also contributed compositions to the band's repetoire. There were no guitar players or bass players, just strings, brass, accordion, mandolin/ bouzouki and 2 percussionists. The shows were swirling mathematical chaos with a lot of searing high-end, but there was enough humor and pathos for most audiences to find it entertaining. Since then, Alec K. Redfearn went on to form Alec K. Redfearn and the Eyesores, Jonathan Thomas records under the name Septimania, Matt Everett has embarked on a solo career and Steve Jobe has been writing a ballet.... (-via <a href=""http://www.myspace.com/amoebicensemble"" target=""_blank"">Myspace.com</a>)</p>
<p>photo via <a href=""http://www.aleckredfearn.com/information.html"" target=""_blank"">Alec's website</a></p>",1,2008-11-26 01:47:54,7,56,41.8239891,"Providence, RI",-71.4128343,"Alec K. Redfearn
Shawn Wallace
Jonathan Thomas
Matthew Everett
Laura Gulley
Steve Jobe
Paige Van Antwerp",Amoebic Ensemble,Septimania,"['providence', 'amoebic ensemble', 'rhode island']",http://www.myspace.com/amoebicensemble,http://en.wikipedia.org/wiki/Amoebic_Ensemble,training,large,256000,0,,2008-11-26 01:44:15,1998-11-26 00:00:00,82,1,Jazz,[4],[4],,1146,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1143,,1,,[],Wire Up
145,0,2008-11-26 01:50:07,2009-01-06 00:00:00,,0,64,"<p><em>A</em>lthough recorded in Providence in late 1996 and early 1997, <em>Amoebiasis </em>was released on the French record label Stupeur et Trompette! in 1998.</p>",2014,Tom Buckland,[],Amoebiasis,0,Album,1992-01-01 00:00:00,1999-01-01 00:00:00,,"<p>The obscure, but legendary Amoebic Ensemble formed in 1992 and disbanded for the last time in 1999. The Amoebics' music was an enraged, jagged and angular variant on early American cartoon music, among other things. The band was led by Alec K. Redfearn, but members Steven Jobe, Jonathan Thomas and Matt Everett also contributed compositions to the band's repetoire. There were no guitar players or bass players, just strings, brass, accordion, mandolin/ bouzouki and 2 percussionists. The shows were swirling mathematical chaos with a lot of searing high-end, but there was enough humor and pathos for most audiences to find it entertaining. Since then, Alec K. Redfearn went on to form Alec K. Redfearn and the Eyesores, Jonathan Thomas records under the name Septimania, Matt Everett has embarked on a solo career and Steve Jobe has been writing a ballet.... (-via <a href=""http://www.myspace.com/amoebicensemble"" target=""_blank"">Myspace.com</a>)</p>
<p>photo via <a href=""http://www.aleckredfearn.com/information.html"" target=""_blank"">Alec's website</a></p>",1,2008-11-26 01:47:54,7,56,41.8239891,"Providence, RI",-71.4128343,"Alec K. Redfearn
Shawn Wallace
Jonathan Thomas
Matthew Everett
Laura Gulley
Steve Jobe
Paige Van Antwerp",Amoebic Ensemble,Septimania,"['providence', 'amoebic ensemble', 'rhode island']",http://www.myspace.com/amoebicensemble,http://en.wikipedia.org/wiki/Amoebic_Ensemble,training,large,256000,0,,2008-11-26 01:44:18,1998-11-26 00:00:00,326,1,Jazz,[4],[4],,968,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,883,,3,,[],Amoebiasis
146,0,2008-11-26 01:50:13,1995-01-01 00:00:00,,1,65,"<p>""Excellent accordion oriented avant-prog band, blending naiveness behind complex structured compositions . Chamber rock music mixed with plink plonky circus sounds and an excellent accordion in the background!"" (-via <a href=""http://mutant-sounds.blogspot.com/2008/03/amoebic-ensemble-limbic-ragecd1995usa.html"" target=""_blank"">Mutant Sounds</a>)</p>",1446,,[],Limbic Rage,0,Album,1992-01-01 00:00:00,1999-01-01 00:00:00,,"<p>The obscure, but legendary Amoebic Ensemble formed in 1992 and disbanded for the last time in 1999. The Amoebics' music was an enraged, jagged and angular variant on early American cartoon music, among other things. The band was led by Alec K. Redfearn, but members Steven Jobe, Jonathan Thomas and Matt Everett also contributed compositions to the band's repetoire. There were no guitar players or bass players, just strings, brass, accordion, mandolin/ bouzouki and 2 percussionists. The shows were swirling mathematical chaos with a lot of searing high-end, but there was enough humor and pathos for most audiences to find it entertaining. Since then, Alec K. Redfearn went on to form Alec K. Redfearn and the Eyesores, Jonathan Thomas records under the name Septimania, Matt Everett has embarked on a solo career and Steve Jobe has been writing a ballet.... (-via <a href=""http://www.myspace.com/amoebicensemble"" target=""_blank"">Myspace.com</a>)</p>
<p>photo via <a href=""http://www.aleckredfearn.com/information.html"" target=""_blank"">Alec's website</a></p>",1,2008-11-26 01:47:54,7,56,41.8239891,"Providence, RI",-71.4128343,"Alec K. Redfearn
Shawn Wallace
Jonathan Thomas
Matthew Everett
Laura Gulley
Steve Jobe
Paige Van Antwerp",Amoebic Ensemble,Septimania,"['providence', 'amoebic ensemble', 'rhode island']",http://www.myspace.com/amoebicensemble,http://en.wikipedia.org/wiki/Amoebic_Ensemble,training,large,256000,0,,2008-11-26 01:44:21,1995-11-26 00:00:00,354,5,Jazz,[4],[4],,855,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,690,,6,,[],Gimme a Buck or I'll Touch You / Boilermaker
147,0,2008-11-26 01:50:13,1995-01-01 00:00:00,,1,65,"<p>""Excellent accordion oriented avant-prog band, blending naiveness behind complex structured compositions . Chamber rock music mixed with plink plonky circus sounds and an excellent accordion in the background!"" (-via <a href=""http://mutant-sounds.blogspot.com/2008/03/amoebic-ensemble-limbic-ragecd1995usa.html"" target=""_blank"">Mutant Sounds</a>)</p>",1446,,[],Limbic Rage,0,Album,1992-01-01 00:00:00,1999-01-01 00:00:00,,"<p>The obscure, but legendary Amoebic Ensemble formed in 1992 and disbanded for the last time in 1999. The Amoebics' music was an enraged, jagged and angular variant on early American cartoon music, among other things. The band was led by Alec K. Redfearn, but members Steven Jobe, Jonathan Thomas and Matt Everett also contributed compositions to the band's repetoire. There were no guitar players or bass players, just strings, brass, accordion, mandolin/ bouzouki and 2 percussionists. The shows were swirling mathematical chaos with a lot of searing high-end, but there was enough humor and pathos for most audiences to find it entertaining. Since then, Alec K. Redfearn went on to form Alec K. Redfearn and the Eyesores, Jonathan Thomas records under the name Septimania, Matt Everett has embarked on a solo career and Steve Jobe has been writing a ballet.... (-via <a href=""http://www.myspace.com/amoebicensemble"" target=""_blank"">Myspace.com</a>)</p>
<p>photo via <a href=""http://www.aleckredfearn.com/information.html"" target=""_blank"">Alec's website</a></p>",1,2008-11-26 01:47:54,7,56,41.8239891,"Providence, RI",-71.4128343,"Alec K. Redfearn
Shawn Wallace
Jonathan Thomas
Matthew Everett
Laura Gulley
Steve Jobe
Paige Van Antwerp",Amoebic Ensemble,Septimania,"['providence', 'amoebic ensemble', 'rhode island']",http://www.myspace.com/amoebicensemble,http://en.wikipedia.org/wiki/Amoebic_Ensemble,training,large,256000,0,,2008-11-26 01:44:25,1995-11-26 00:00:00,232,2,Jazz,[4],[4],,930,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,766,,7,,[],Repetitive Motion Sickness
148,0,2008-11-26 01:50:19,2009-01-15 00:00:00,,0,66,"<p>""Compositions for electronics and voice."" If one ever played around with a microphone in front of a set of speakers, you know it can create feedback. If you are not afraid and keep on holding the microphone in front of the speakers, you know you can sing through it, or scream or shout. (-<a href=""http://www.staalplaat.com/vital_archive/449.txt"" target=""_blank"">Vital Weekly, number 449, week 47</a>)</p>",1831,,[],Contradiction,1,Album,,,Breathmint,"<p>Power Electronics redefined by Andy Ortmann &amp; Weasel Walter, the sheer brutality is matched only by their thoughtfulness.</p>",0,2008-11-26 01:48:05,0,57,41.8781136,"Chicago, IL",-87.6297982,"Weasel Walter
Andy Ortmann",Contradiction,"Flying Luttenbachers, Lake of Dracula, Xbxrx, Burmese, Lair of the Minotaur, Panicsville",['contradiction'],http://nowave.pair.com/contradiction/index.html,,validation,small,256000,0,,2008-11-26 01:44:28,2002-08-01 00:00:00,138,1,Experimental,[1],"[1, 38]",,2437,en,Attribution-Noncommercial-Share Alike 3.0 United States,1831,,2,,[],Blackout 2
149,0,2008-11-26 01:50:25,2009-01-09 00:00:00,,0,67,"<p><span style=""font-family:Arial, Helvetica, sans-serif;""><span style=""color:#000000;"">Two Gong/Wire Pieces presents side-long live-to-tape performances using a special system which Hayleck has invented and with which he has performed widely - bowing a long wire attached to a Chinese gong, allowing for special control of the irrational vibrations of the metal plate through careful control over the tension of the wire and place and style of bowing. The resulting masses of beating tone-forms are lakes of pools of eddies or whirlpools born from a deceptively simple and carefully considered system and a seemingly enormous pair of ears.</span></span></p>
<p><span style=""font-family:Arial, Helvetica, sans-serif;""><span style=""color:#000000;"">cover art and design by Andy Hayleck<br /></span></span></p>",858,,[],Two Gong/Wire Pieces,2,Album,,,,"<p><span style=""font-family:Arial, Helvetica, sans-serif;"">Electro-acoustic composer and instrumentalist Andy Hayleck                        is a quiet storm of the Baltimore experimental music scene,                        a virtuoso of sound whose range of highly developed projects                        and approaches is dizzying - spanning everything from jazz                        and ska guitar to musique concrete and the invention of                        new instruments and electro-acoustic systems. Hayleck ""enjoy[s]                        collaborating with animate and inanimate objects.""                        In the animate realm, he has worked with free improvisors,                        drum'n'bass djs, pop and ska groups, experimental musical                        instrument builders and artists. In the inanimate realm                        he has worked with vibrating metal systems of one, two and                        three dimensions, air, water, and electricity.He currently                        plays in the ensemble Aerotrain (a group that performs compositions                        on instruments built by Neil Feather) and Heavy Things,                        as well as solo (primarily with his own</span><span style=""font-family:Arial, Helvetica, sans-serif;"">,                        highly original amplified gong/wire and live electronics). (-via the <a href=""http://www.highzero.org/2003_site/the_musicians/index.htm"">High Zero Festival of Experimental Improvised Music</a> website)<br /></span></p>",0,2008-11-26 01:48:10,1,58,39.2903848,"Baltimore, MD",-76.6121893,,Andy Hayleck,,['andy hayleck'],http://www.ehserecords.com/ehse006.html,,training,large,287639,0,,2008-11-26 01:44:34,2006-01-01 00:00:00,988,1,Experimental,[1],"[1, 38]",,1103,en,Attribution-NonCommercial-ShareAlike 3.0 International,453,,2,,[],Outside the window bees buzzed...
150,0,2008-11-26 01:50:25,2009-01-09 00:00:00,,0,67,"<p><span style=""font-family:Arial, Helvetica, sans-serif;""><span style=""color:#000000;"">Two Gong/Wire Pieces presents side-long live-to-tape performances using a special system which Hayleck has invented and with which he has performed widely - bowing a long wire attached to a Chinese gong, allowing for special control of the irrational vibrations of the metal plate through careful control over the tension of the wire and place and style of bowing. The resulting masses of beating tone-forms are lakes of pools of eddies or whirlpools born from a deceptively simple and carefully considered system and a seemingly enormous pair of ears.</span></span></p>
<p><span style=""font-family:Arial, Helvetica, sans-serif;""><span style=""color:#000000;"">cover art and design by Andy Hayleck<br /></span></span></p>",858,,[],Two Gong/Wire Pieces,2,Album,,,,"<p><span style=""font-family:Arial, Helvetica, sans-serif;"">Electro-acoustic composer and instrumentalist Andy Hayleck                        is a quiet storm of the Baltimore experimental music scene,                        a virtuoso of sound whose range of highly developed projects                        and approaches is dizzying - spanning everything from jazz                        and ska guitar to musique concrete and the invention of                        new instruments and electro-acoustic systems. Hayleck ""enjoy[s]                        collaborating with animate and inanimate objects.""                        In the animate realm, he has worked with free improvisors,                        drum'n'bass djs, pop and ska groups, experimental musical                        instrument builders and artists. In the inanimate realm                        he has worked with vibrating metal systems of one, two and                        three dimensions, air, water, and electricity.He currently                        plays in the ensemble Aerotrain (a group that performs compositions                        on instruments built by Neil Feather) and Heavy Things,                        as well as solo (primarily with his own</span><span style=""font-family:Arial, Helvetica, sans-serif;"">,                        highly original amplified gong/wire and live electronics). (-via the <a href=""http://www.highzero.org/2003_site/the_musicians/index.htm"">High Zero Festival of Experimental Improvised Music</a> website)<br /></span></p>",0,2008-11-26 01:48:10,1,58,39.2903848,"Baltimore, MD",-76.6121893,,Andy Hayleck,,['andy hayleck'],http://www.ehserecords.com/ehse006.html,,training,large,282817,0,,2008-11-26 01:44:45,2006-01-01 00:00:00,1182,0,Experimental,[1],"[1, 38]",,1071,en,Attribution-NonCommercial-ShareAlike 3.0 International,407,,1,,[],... listening to the sunshine burn the grass
151,0,2008-11-26 01:50:46,2009-01-06 00:00:00,,0,68,"<p><em>Make Them Suffer</em> was released on James Squeaky's Below PDX label out of Portland, OR.</p>
<p>""They go scrambling around in the trash, sifting clumps and globs of audio refuse, such as dribbles of feedback, scraps of rhythm and fuzy guitar tones, into a series of low-brow lo-fi rumbles"" (-via <a href=""http://www.myspace.com/awrites"" target=""_blank"">Animal Writes' Myspace page</a>).</p>",244,,[],Make Them Suffer,2,Album,,,,"<p>They go scrambling around in the trash, sifting clumps and globs of audio refuse, such as dribbles of feedback, scraps of rhythm and fuzy guitar tones, into a series of low-brow lo-fi rumbles.</p>",0,2008-11-26 01:48:32,0,59,45.5234515,"Portland, OR",-122.6762071,Kitty Midwife,Animal Writes,Kitty Midwife,['animal writes'],http://www.myspace.com/awrites,,training,large,192000,0,,2008-11-26 01:44:55,,192,0,Rock,[25],"[25, 12]",,701,en,Attribution-NonCommercial-ShareAlike 3.0 International,148,,4,,[],Untitled 04
152,0,2008-11-26 01:50:46,2009-01-06 00:00:00,,0,68,"<p><em>Make Them Suffer</em> was released on James Squeaky's Below PDX label out of Portland, OR.</p>
<p>""They go scrambling around in the trash, sifting clumps and globs of audio refuse, such as dribbles of feedback, scraps of rhythm and fuzy guitar tones, into a series of low-brow lo-fi rumbles"" (-via <a href=""http://www.myspace.com/awrites"" target=""_blank"">Animal Writes' Myspace page</a>).</p>",244,,[],Make Them Suffer,2,Album,,,,"<p>They go scrambling around in the trash, sifting clumps and globs of audio refuse, such as dribbles of feedback, scraps of rhythm and fuzy guitar tones, into a series of low-brow lo-fi rumbles.</p>",0,2008-11-26 01:48:32,0,59,45.5234515,"Portland, OR",-122.6762071,Kitty Midwife,Animal Writes,Kitty Midwife,['animal writes'],http://www.myspace.com/awrites,,training,large,192000,0,,2008-11-26 01:44:58,,193,0,Rock,[25],"[25, 12]",,637,en,Attribution-NonCommercial-ShareAlike 3.0 International,98,,11,,[],Untitled 11
